src,dst,n_events,sum_tt,mean_tt,prob,w_invtt
DNK,POL,4322,311061.750000001,71.9717144840353,0.0856011091305209,0.013894347344217
BIH,HRV,6101,48679.2499999999,7.97889690214717,0.610649584626164,0.1253306080106
DZA,MAR,3385,14724.8333333333,4.35002461841457,0.184609511343805,0.229883756465834
GRC,LBN,1956,287394.833333335,146.929873892298,0.0376646383732573,0.00680596786418681
PLW,IDN,634,69087.0833333334,108.97016298633,0.293518518518519,0.00917682393597451
CHN,KOR,6759,831810.916666666,123.06715737042,0.112219824007969,0.0081256447403762
CRI,NIC,5781,30978.0000000001,5.35858847950183,0.182153322620285,0.186616308347859
PLW,PHL,1497,137136.333333334,91.6074370964152,0.693055555555556,0.0109161442749186
PER,ECU,9256,287048.33333333,31.0121362719674,0.935800222424426,0.0322454406633033
ITA,GRC,4246,520929.083333336,122.687019155284,0.0941588681421032,0.00815082155296567
NOR,SWE,4259,34829.5833333334,8.17787821867419,0.180298027262721,0.122281106817719
TUN,DZA,2979,24235.3333333301,8.13539218977176,0.251647237709073,0.122919704013441
QAT,OMN,368,36361.3333333334,98.8079710144928,0.0182521575240552,0.0101206409739283
COL,HND,2314,259823.416666668,112.283239700375,0.0388242005301836,0.00890604869140288
HND,MEX,7416,271676,36.6337648327939,0.170678941311853,0.0272972216905432
OMN,SOM,188,21565.5,114.710106382979,0.0108934986672847,0.00871762769237902
SLV,MEX,644,60980.1666666667,94.6896997929607,0.0800397713149391,0.0105608107554095
BLZ,HND,160,3095.75,19.3484375,0.0454416358988924,0.0516837599935395
DEU,NLD,2358,14380.9166666667,6.09877721232684,0.0531787735955436,0.163967294620765
VNM,THA,11347,1226591.08333334,108.098271202374,0.224706418203062,0.0092508417468386
BEN,TGO,2101,3953.33333333333,1.88164366174837,0.183253379851723,0.531450252951096
STP,CMR,825,98540.7500000001,119.443333333334,0.133668178872327,0.00837217090391537
LTU,RUS,824,3860.5,4.68507281553398,0.0991099350493144,0.213443854423002
PHL,PNG,473,66477.6666666667,140.54474982382,0.00374784083165618,0.00711517151123434
IDN,LKA,939,108428.666666667,115.472488462904,0.00917225076679626,0.00866007144482085
DOM,USA,107,15949.8333333333,149.063862928349,0.00385294011738864,0.0067085340494676
FRA,GBR,385,31944.4166666667,82.9725108225109,0.00885098165432893,0.0120521843932038
FRA,DNK,308,38854.75,126.151785714286,0.00708078532346315,0.00792695873734871
PHL,PLW,105,11874.1666666667,113.087301587302,0.00083197312330634,0.00884272580531966
MMR,IDN,305,37001.5833333334,121.316666666667,0.00904695518049417,0.00824289050693775
PAN,JAM,183,16393.0833333334,89.5796903460839,0.00634139580012475,0.0111632446611121
BRB,ATG,40,2134.33333333333,53.3583333333334,0.0345721694036301,0.0187412150554428
IDN,CHN,15,2416.58333333334,161.105555555556,0.000146521577744349,0.00620711059002034
COL,HTI,97,6566.41666666667,67.6950171821306,0.00162746216569914,0.0147721359950252
HTI,CRI,108,13446.9166666667,124.508487654321,0.00363281644185812,0.00803158096961508
SUR,MEX,82,12504,152.487804878049,0.00677685950413223,0.00655790147152911
MEX,PAN,32,5250.00000000001,164.0625,0.00156955071610751,0.00609523809523809
SUR,GRD,91,4094,44.989010989011,0.00752066115702479,0.0222276502198339
MEX,COL,51,8450.00000000002,165.686274509804,0.00250147145379635,0.00603550295857987
DOM,PAN,35,4437.58333333334,126.788095238095,0.00126030751503367,0.00788717582768398
TZA,ZAF,27,3204.75,118.694444444445,0.00083614629463318,0.00842499414930961
FRA,GRC,3,462.750000000001,154.25,6.89686882155501e-05,0.00648298217179901
DNK,EST,22,3214.41666666667,146.109848484849,0.000435729847494553,0.00684416560806781
BEN,GHA,57,1397.75,24.5219298245614,0.00497165285651984,0.0407798247182972
BGD,SOM,9,1444,160.444444444445,0.000645392613840086,0.00623268698060941
GRC,MLT,6,1018.83333333334,169.805555555556,0.000115535700531464,0.0058890888270898
MLT,SYR,3,519.750000000001,173.25,0.00192678227360308,0.00577200577200576
TUN,FRA,10,1475.83333333334,147.583333333334,0.000844737286703835,0.00677583286278938
TTO,GTM,9,1409,156.555555555556,0.000467508181393174,0.00638750887154009
MEX,SLV,6,630.500000000001,105.083333333334,0.000294290759270159,0.00951625693893734
IRL,NOR,5,857.416666666668,171.483333333334,0.00016677228911644,0.00583147050247837
ESP,GRC,2,312.833333333334,156.416666666667,3.72266170311773e-05,0.00639318060735215
GRD,ATG,1,31.9166666666667,31.9166666666667,0.000377643504531722,0.031331592689295
GRD,GTM,1,126.916666666667,126.916666666667,0.000377643504531722,0.00787918581746551
TTO,ATG,2,84.8333333333334,42.4166666666667,0.000103890706976261,0.0235756385068762
DOM,COL,1,106.166666666667,106.166666666667,3.60087861438191e-05,0.0094191522762951
ISR,SDN,1,164.416666666667,164.416666666667,0.000114692051840807,0.0060821084642676
TUN,ISR,1,172.916666666667,172.916666666667,8.44737286703835e-05,0.00578313253012047
CRI,MEX,2771,301998.166666667,108.985264044268,0.0873113400762517,0.00917555239021868
SGP,THA,393,53049.7500000001,134.986641221374,0.0607794618001856,0.0074081404719155
MYS,BRN,15173,49629.999999993,3.27094180452073,0.103011663747335,0.305722345355675
USA,MEX,14414,381981.583333327,26.500734239859,0.154188462073318,0.0377348035321953
PAK,IND,11230,289436.333333331,25.7734936182841,0.949682875264271,0.0387995517724685
ALB,GRC,10316,157363.333333333,15.2542975313429,0.515387689848122,0.0655552966595352
DZA,TUN,6256,259308.083333334,41.4495018115943,0.341186736474695,0.0241257423200266
FIN,NOR,6876,36576.4166666668,5.31943232499517,0.4066954515881,0.187989984438971
LKA,IDN,832,123543.5,148.489783653846,0.227945205479452,0.00673447004496391
JAM,CUB,9111,679345.083333333,74.5631745509091,0.675639599555061,0.0134114461464786
TTO,USA,446,66991.0833333334,150.204222720478,0.0231676276557062,0.00665760244211605
LTU,LVA,7412,44632.4999999966,6.02165407447336,0.89150829925427,0.166067327620021
SLB,AUS,12695,1790701.83333335,141.055678088487,0.222084215314102,0.00708939911920935
ITA,ALB,873,94446.5833333335,108.186235204277,0.0193595600301592,0.00924332007775117
MOZ,ZAF,3276,221931,67.7445054945055,0.286789810032391,0.0147613447422848
PER,CHL,168,338.333333333334,2.01388888888889,0.0169851380042463,0.49655172413793
ERI,SDN,7255,307618.166666668,42.4008499885138,0.578964168861224,0.0235844328656358
PAN,HND,1076,122363.5,113.720724907063,0.0372860212072909,0.00879347190951549
LBN,ISR,1834,11612.5833333333,6.33183387858961,0.398869073510222,0.157932128222976
CUB,BLZ,99,10499.0833333334,106.051346801347,0.0276845637583893,0.00942939462968988
SOM,ERI,1773,189006.25,106.602509870277,0.0749207690682442,0.00938064217453124
SLV,NIC,623,10032.25,16.1031300160514,0.0774297787720607,0.0620997283759874
MEX,GTM,1934,7495.58333333334,3.87568941744226,0.0948597214047479,0.258018610959787
NLD,DNK,2268,224245.5,98.8736772486774,0.105307145842039,0.0101139153294046
HND,NIC,3505,36469.2500000001,10.4049215406562,0.0806674338319908,0.0961083652666286
GRD,USA,23,3661.91666666667,159.213768115942,0.00868580060422961,0.0062808638463464
SOM,SDN,992,133245.083333334,134.31964045699,0.0419184449609127,0.00744492761146282
NLD,GBR,227,9759.83333333334,42.9948604992658,0.0105400009286344,0.0232585938967537
GRD,PAN,27,3689.00000000001,136.62962962963,0.0101963746223565,0.00731905665492002
COL,JAM,941,69773.7500000001,74.1485122210415,0.0157880608033287,0.0134864472670596
BGD,LKA,500,46039.8333333334,92.0796666666668,0.0358551452133381,0.0108601609475852
TTO,PAN,462,53979.0000000001,116.837662337663,0.0239987533115163,0.00855888401044849
GIN,LBR,207,29267.1666666667,141.387278582931,0.0392045454545455,0.00707277210526016
MYS,LKA,466,59671.0000000001,128.049356223176,0.00316374054611865,0.00780948869635165
PER,PAN,208,27258.75,131.051682692308,0.0210292184814478,0.00763057733755215
PER,COL,255,25795.8333333334,101.160130718954,0.0257810130421595,0.00988531739622031
MLT,CYP,7,1185.5,169.357142857143,0.00449582530507386,0.00590468156895824
VNM,KOR,189,28882.9166666667,152.819664902998,0.00374279660177832,0.00654366046826987
OMN,LKA,16,2738.16666666667,171.135416666667,0.000927106269556148,0.00584332582628279
AGO,GNQ,132,18230.5833333334,138.11047979798,0.0583038869257951,0.00724058016062751
MYS,CHN,223,32808.2500000001,147.122197309417,0.00151397884503103,0.00679707085870169
TGO,GNQ,155,20144.0833333334,129.961827956989,0.0168643237950169,0.00769456705649714
PAN,HTI,16,1424.5,89.0312500000001,0.000554438977060087,0.0112320112320112
ECU,MEX,12,1640,136.666666666667,0.000916800366720147,0.00731707317073169
OMN,DJI,97,10405.9166666667,107.277491408935,0.00562058175918415,0.00932161991174891
SUR,NIC,8,1235.66666666667,154.458333333334,0.000661157024793388,0.00647423792824386
GIN,GHA,70,10831.8333333333,154.740476190476,0.0132575757575758,0.00646243325998984
MEX,ECU,12,2059.83333333334,171.652777777778,0.000588581518540318,0.00582571405453515
MLT,ITA,15,1943.25,129.55,0.00963391136801541,0.00771902740254727
LBR,STP,4,670,167.5,0.000682477392936359,0.00597014925373134
DOM,GTM,5,798.166666666668,159.633333333334,0.000180043930719095,0.00626435581541031
GAB,AGO,6,480,80.0000000000001,0.000257102455328448,0.0125
CHN,THA,5,772.666666666668,154.533333333334,8.30151087497925e-05,0.00647109577221742
OMN,QAT,8,1316.83333333333,164.604166666667,0.000463553134778074,0.00607518035691684
BRB,USA,3,455.083333333334,151.694444444445,0.00259291270527226,0.00659219923091008
TTO,COL,9,790.083333333335,87.7870370370372,0.000467508181393174,0.0113912034595507
IDN,SOM,9,1465.66666666667,162.851851851852,8.79129466466095e-05,0.00614055037525585
ISL,CAN,3,296.333333333334,98.7777777777779,0.0405405405405405,0.0101237345331833
BRB,PAN,3,442.750000000001,147.583333333334,0.00259291270527226,0.00677583286278937
GRD,COL,1,90.9166666666667,90.9166666666667,0.000377643504531722,0.0109990834097159
GUY,CRI,1,178.916666666667,178.916666666667,0.0050251256281407,0.00558919422449929
EST,POL,3,415.166666666667,138.388888888889,0.000202922077922078,0.00722601364913689
PLW,VNM,1,167.166666666667,167.166666666667,0.000462962962962963,0.00598205383848454
COL,MEX,13616,1416175.33333334,104.008176654916,0.22844870977484,0.00961462869710575
BRA,URY,18092,28944.3333333337,1.59984155059329,0.86589451517182,0.625061900429552
ZAF,NAM,7816,12587.4166666633,1.61046784373891,0.987616881475866,0.620937576548172
SOM,KEN,4785,68126.08333333,14.237425983977,0.202197337840693,0.0702374151848384
IRL,GBR,29786,1245644.5,41.8197978916269,0.993495880724459,0.0239121193887983
PRT,ESP,13141,462029.000000005,35.1593486036074,0.66695427092321,0.0284419376272915
GBR,NLD,1663,163587.416666667,98.3688614952898,0.05601967257293,0.0101658185811969
UKR,ROU,8056,265526.166666667,32.9600504799735,0.256095622595925,0.0303397593583055
LVA,LTU,3155,10122.6666666667,3.20845219228738,0.234816909794582,0.311676765015806
BEL,NLD,12820,27322.9999999969,2.1312792511698,0.717805151175812,0.469201771401437
POL,RUS,6440,38034.5,5.90597826086956,0.449250087199163,0.169319959510445
PAN,NIC,1549,147284.083333334,95.0833333333335,0.0536766234666297,0.0105170902716915
LKA,BGD,12,1584.5,132.041666666667,0.00328767123287671,0.00757336699274218
MUS,MDG,1705,166257.666666667,97.5118279569894,0.969852104664391,0.0102551661778003
GAB,STP,393,17217.1666666667,43.8095843935539,0.0168402108240134,0.0228260553904533
OMN,PAK,2488,208727.416666667,83.893656216506,0.144165024915981,0.0119198524071866
SWE,LVA,3334,382257.000000001,114.654169166167,0.0747014407026506,0.00872188082886641
POL,LTU,786,57859,73.6119592875319,0.0548308336239972,0.0135847491315094
WSM,VUT,322,52057.5000000001,161.669254658385,0.29953488372093,0.00618546799212409
ITA,MNE,617,59362.6666666667,96.2117774176122,0.0136825298265845,0.0103937379273168
SLV,HND,315,3601.25,11.4325396825397,0.0391498881431767,0.0874696286011801
PHL,THA,698,109168.333333334,156.401623686724,0.00553064038159834,0.00639379551457229
BLZ,MEX,240,2664.41666666667,11.1017361111111,0.0681624538483385,0.0900760016263721
HTI,DOM,1868,17214.75,9.21560492505355,0.0628342695684349,0.108511596160269
MUS,TZA,11,1362.41666666667,123.856060606061,0.00625711035267349,0.00807388831121168
MNE,ITA,2000,175433.333333334,87.7166666666668,0.198117880138683,0.0114003420102603
DEU,RUS,114,12179.75,106.839912280702,0.00257098396517895,0.00935979802541102
JAM,CRI,189,19881.9166666667,105.19532627866,0.0140155728587319,0.00950612575078693
SUR,HTI,184,19443.8333333334,105.673007246377,0.0152066115702479,0.00946315455628604
AGO,CMR,27,3621.08333333334,134.114197530864,0.0119257950530035,0.00745633212896692
ALB,BIH,240,17152.5833333334,71.4690972222223,0.0119904076738609,0.0139920614484698
FRA,DEU,65,7096.66666666667,109.179487179487,0.00149432157800359,0.00915922968529826
GUY,TTO,128,2198.83333333334,17.1783854166667,0.64321608040201,0.0582126885469567
DEU,LTU,71,9241.00000000001,130.154929577465,0.00160122685550619,0.00768315117411535
GRC,HRV,530,54664.7500000001,103.141037735849,0.010205653546946,0.00969546188357213
FRA,NOR,139,19470.6666666667,140.076738609113,0.00319554922065382,0.00713894405259193
MUS,SOM,19,2490.75,131.092105263158,0.0108077360637088,0.00762822443039244
UKR,GEO,61,9138.08333333335,149.804644808744,0.00193915503703468,0.00667536044210583
GUY,CUB,6,824.000000000001,137.333333333333,0.0301507537688442,0.00728155339805825
TGO,CMR,29,3729.16666666667,128.591954022989,0.00315526058100316,0.00777653631284915
PHL,SLB,2,303.75,151.875,1.5847107110597e-05,0.0065843621399177
ISR,GRC,5,541.000000000001,108.2,0.000573460259204037,0.00924214417744916
LVA,RUS,1,170.916666666667,170.916666666667,7.44269127716582e-05,0.00585080448561676
CRI,JAM,6,673.666666666667,112.277777777778,0.000189053785802061,0.00890648193963384
GHA,STP,10,1503.83333333334,150.383333333334,0.000658631364025555,0.00664967305774132
AUS,NZL,2,324.833333333334,162.416666666667,0.000347222222222222,0.00615700359158542
SUR,HND,8,1204.25,150.53125,0.000661157024793388,0.00664313888312227
ROU,GEO,2,277.833333333334,138.916666666667,0.000219804374107045,0.00719856028794239
SUR,DMA,2,167.5,83.7500000000001,0.000165289256198347,0.0119402985074627
ATG,USA,1,172.833333333333,172.833333333333,0.0020703933747412,0.00578592092574736
NIC,CRI,9912,54191.5833333334,5.46727031207964,0.290427495678162,0.182906632179966
PAN,COL,9076,713076.333333331,78.5672469516672,0.314505509737335,0.0127279501166075
BLZ,GTM,3118,12742.5833333333,4.08678105623263,0.885543879579665,0.244691356409938
VNM,MYS,3148,224099.416666667,71.1878706056756,0.0623403370497257,0.0140473368776432
MAR,DZA,5256,85005.2500000002,16.1729927701675,0.162287337511965,0.0618314751147722
PRT,MAR,5201,419508.250000002,80.6591520861377,0.26396995381414,0.0123978491483778
ESP,FRA,7993,264206.833333334,33.0547770966263,0.1487761749651,0.0302528132946346
ESP,DZA,12081,880887.249999994,72.9150939491759,0.224867380176826,0.0137145815199392
ITA,FRA,13243,752900.916666661,56.85274610486,0.29367543353883,0.0175892998757806
USA,RUS,8448,326449.833333331,38.6422624684341,0.0903693719713745,0.0258784019392466
DEU,POL,12074,264360.749999996,21.8950430677485,0.272298775399743,0.0456724381361461
RUS,USA,6046,288961.666666667,47.7938581982579,0.0493631613324624,0.0209231905039307
IDN,THA,4702,561708.000000002,119.461505742238,0.045929630570262,0.00837089733455815
LVA,EST,10218,378718.750000003,37.0638823644552,0.760494194700804,0.0269804439310172
COL,ECU,1539,55372.0000000001,35.9792072774529,0.0258212811650616,0.0277938308170194
RUS,BGR,583,74868.3333333335,128.419096626644,0.00475996080992815,0.00778700385120544
NOR,DNK,2241,136359.083333333,60.8474267440132,0.0948691897383795,0.0164345487313215
THA,IDN,6420,844936.833333332,131.610098650052,0.154512635379061,0.00759820112785553
VNM,CHN,22086,1736250.16666669,78.6131561471834,0.437372517179238,0.0127205171374592
IND,IDN,785,104999.333333334,133.75711252654,0.0257808138198299,0.00747623794436789
ROU,UKR,3785,14949.8333333333,3.94975781594011,0.415979777997582,0.253180080045486
BRA,DOM,941,134964.333333334,143.426496634786,0.0450368526849813,0.00697221241167418
TTO,HTI,2648,213868.666666667,80.7661127895267,0.13755129603657,0.0123814303482199
SOM,OMN,1215,141173.25,116.191975308642,0.0513416437777308,0.00860644633455699
BRB,DMA,210,8807.41666666667,41.9400793650794,0.181503889369058,0.0238435409550663
PAN,USA,200,25949.8333333334,129.749166666667,0.00693048721325109,0.00770717859459598
THA,PHL,569,78829.6666666668,138.54071470416,0.0136943441636582,0.00721809471053621
SDN,SAU,1675,196947.083333334,117.580348258707,0.25654771021596,0.00850482257289921
COL,GTM,411,54914.0000000001,133.610705596107,0.00689574175363243,0.007484430199949
NGA,GNQ,2197,208596.166666667,94.9459110908816,0.167237573266347,0.0105323124346325
IDN,AUS,2727,329115.750000001,120.687843784379,0.0266376228339227,0.00828583864491441
PAK,OMN,556,56487.9166666667,101.596972422062,0.0470190274841438,0.00984281299097888
DOM,JAM,412,32322.0833333334,78.4516585760519,0.0148356198912535,0.0127467031054619
PAN,SLV,112,7379.58333333334,65.889136904762,0.00388107283942061,0.0151770086386991
LBY,CYP,13,2011.91666666667,154.762820512821,0.00356848751029371,0.00646150022780929
GRD,HTI,465,47579.5000000001,102.321505376344,0.175604229607251,0.00977311657331412
PLW,JPN,12,1811.83333333334,150.986111111111,0.00555555555555556,0.00662312574740134
TTO,HND,237,32585.0833333334,137.489803094234,0.0123110487766869,0.00727326665319764
ERI,OMN,62,9040.50000000001,145.814516129033,0.00494772963051632,0.0068580277639511
FRA,DZA,483,63070.9166666668,130.581608005521,0.0111039588027036,0.00765804629973402
ITA,DZA,305,30754.7500000001,100.83524590164,0.00676364926597774,0.00991716726684495
IDN,SLB,144,19382.4166666667,134.600115740741,0.00140660714634575,0.0074294141167467
BRB,HTI,140,17638.8333333334,125.991666666667,0.121002592912705,0.00793703287254447
ALB,HRV,1053,85174.3333333335,80.8873061095285,0.0526079136690647,0.0123628792711419
GRC,BIH,104,10424.1666666667,100.232371794872,0.00200261880921205,0.00997681669198176
BIH,ALB,34,4065.25000000001,119.566176470588,0.00340306275648083,0.00836356927618227
PNG,PLW,51,6406.50000000001,125.617647058824,0.00058784881911546,0.00796066494966049
POL,EST,101,13231.6666666667,131.006600660066,0.00704569236135333,0.00763320317420329
MAR,FRA,3,516.750000000001,172.25,9.26297588538611e-05,0.00580551523947749
GRD,HND,17,2548.33333333334,149.901960784314,0.00641993957703928,0.0066710268149117
FRA,SWE,21,2860.91666666667,136.234126984127,0.000482780817508851,0.00734030468090064
DMA,CRI,11,1775.58333333334,161.416666666667,0.00768156424581006,0.00619514713474444
ITA,ISR,3,492.750000000001,164.25,6.65276976981417e-05,0.00608828006088279
TUN,GRC,16,2398.66666666667,149.916666666667,0.00135157965872614,0.00667037242912728
FJI,SLB,2,336.166666666667,168.083333333334,0.0015552099533437,0.00594942984630639
BRB,HND,4,628.5,157.125,0.00345721694036301,0.00636435958631663
BHR,OMN,31,2861.91666666667,92.3198924731184,0.00232785161823234,0.0108319016975803
GTM,CRI,13,1909,146.846153846154,0.00111693444453991,0.00680984808800418
TTO,DMA,3,120.916666666667,40.3055555555556,0.000155836060464391,0.0248104755341144
BRA,GUY,3,346.833333333334,115.611111111111,0.000143581889537666,0.00864968765016817
OMN,KEN,1,164.916666666667,164.916666666667,5.79441418472592e-05,0.00606366851945426
SUR,BRB,1,97.75,97.75,8.26446280991736e-05,0.010230179028133
DNK,NLD,1,63.9166666666667,63.9166666666667,1.98059021588433e-05,0.015645371577575
BRA,SUR,2,221.666666666667,110.833333333334,9.57212596917775e-05,0.00902255639097743
NOR,GBR,1,150.916666666667,150.916666666667,4.23334180001693e-05,0.00662617338487022
LVA,POL,1,179.916666666667,179.916666666667,7.44269127716582e-05,0.00555812876331634
