iso3,year,pop,gdp_pc
SLB,2008,508790,1911.18969015528
SLB,2009,518141,1930.46287614922
SLB,2010,532968,2058.95691648883
SLB,2011,552945,2132.02844199392
SLB,2012,573606,2105.91423758379
SLB,2013,594945,2136.72116177034
SLB,2014,616908,2085.16067273086
SLB,2015,639415,2081.8961328282567
SLB,2016,662379,2078.6315929256534
SLB,2017,685672,2075.36705302305
SLB,2018,709101,2061.8996970669
SLB,2019,728147,1996.2774000694449
SLB,2020,744498,1930.65510307199
SLB,2021,762591,1880.5519827183
SLE,2003,5177687,806.066489012144
SLE,2004,5355717,829.759768928304
SLE,2005,5501712,842.906030904902
SLE,2006,5624466,859.824260714965
SLE,2007,5749352,872.68836234614
SLE,2008,5894722,882.54147817868
SLE,2009,6055646,872.23959352481
SLE,2010,6222714,902.769891411394
SLE,2011,6387251,950.760763054593
SLE,2012,6551080,1025.04366004502
SLE,2013,6714051,1146.81973456475
SLE,2014,6876385,1032.23789355905
SLE,2015,7037655,1025.00757594339
SLE,2016,7205328,1017.77725832773
SLE,2017,7379299,1010.54694071207
SLE,2018,7554563,1015.6678297205
SLE,2019,7731991,1012.960387934035
SLE,2020,7912558,1010.25294614757
SLE,2021,8094602,1045.7661615758
SLV,2003,5998599,3057.16467629097
SLV,2004,6004671,3081.23629665234
SLV,2005,6005578,3163.36118376833
SLV,2006,6002319,3302.34817354347
SLV,2007,6009824,3359.1623024135
SLV,2008,6029297,3420.44927357444
SLV,2009,6048279,3337.81150878211
SLV,2010,6068249,3398.49346060363
SLV,2011,6090127,3514.069144355
SLV,2012,6113975,3601.44222914588
SLV,2013,6138839,3665.1547327058
SLV,2014,6162955,3713.94992016222
SLV,2015,6183676,3794.2466610333868
SLV,2016,6200800,3874.5434019045533
SLV,2017,6213533,3954.84014277572
SLV,2018,6219807,4046.16291720583
SLV,2019,6222318,3927.34743578496
SLV,2020,6234673,3808.53195436409
SLV,2021,6255782,4247.54750394978
SOM,2003,9909157,257.910337235986
SOM,2004,10280998,266.257271856641
SOM,2005,10644228,275.457040798093
SOM,2006,10975502,284.470789865234
SOM,2007,11322582,294.210404466634
SOM,2008,11663084,304.741448811117
SOM,2009,11961201,317.03818481457
SOM,2010,12261756,329.970504936941
SOM,2011,12348830,349.577449077722
SOM,2012,12461160,369.617204753385
SOM,2013,12869594,397.108796344858
SOM,2014,13339491,417.516796906395
SOM,2015,13806963,447.1782308974163
SOM,2016,14348740,476.83966488843765
SOM,2017,14916629,506.501098879459
SOM,2018,15452487,498.981065013872
SOM,2019,16030971,480.924059375554
SOM,2020,16651191,462.867053737236
SOM,2021,17271431,461.627830725978
STP,2003,153814,1036.86196260207
STP,2004,157705,1047.05796134884
STP,2005,161639,1089.14778798762
STP,2006,165638,1157.0861446542
STP,2007,169700,1170.51612474435
STP,2008,173793,1214.14114724792
STP,2009,177853,1225.60541902997
STP,2010,181802,1216.3502521663
STP,2011,185649,1214.96130276731
STP,2012,189439,1225.6945255615
STP,2013,193148,1263.70423995281
STP,2014,196767,1301.32146445028
STP,2015,200291,1326.0789872475166
STP,2016,203689,1350.8365100447534
STP,2017,206970,1375.59403284199
STP,2018,210187,1413.84348618541
STP,2019,213392,1422.342339588185
STP,2020,217435,1430.84119299096
STP,2021,221961,1428.28676097975
SUR,2003,506414,6567.84309876847
SUR,2004,513923,7021.98919924338
SUR,2005,519313,7261.8171350196
SUR,2006,524997,7599.35696921481
SUR,2007,531016,7897.25648915828
SUR,2008,537245,8129.11464659446
SUR,2009,543568,8276.69079768793
SUR,2010,549923,8603.90786745855
SUR,2011,556269,9003.28597674886
SUR,2012,562633,9140.92898611536
SUR,2013,569020,9303.46008775809
SUR,2014,575373,9224.24378410547
SUR,2015,581627,8929.059974076521
SUR,2016,587757,8633.87616404757
SUR,2017,593713,8338.69235401862
SUR,2018,599513,8666.64870697797
SUR,2019,605768,7939.8781868387005
SUR,2020,612317,7213.10766669943
SUR,2021,617896,6973.89941868115
SVN,2003,1995733,17635.3608581831
SVN,2004,1997012,18425.2601213581
SVN,2005,2000474,19102.2776603905
SVN,2006,2006868,20166.5323431214
SVN,2007,2018122,21485.780992381
SVN,2008,2021316,22175.2369557321
SVN,2009,2039669,20307.6188322273
SVN,2010,2048583,20444.1201295876
SVN,2011,2052843,20535.4155754108
SVN,2012,2057159,19894.8697964548
SVN,2013,2059953,19704.2186005128
SVN,2014,2061980,20228.7081986391
SVN,2015,2063531,20951.7266320373
SVN,2016,2065042,21674.7450654355
SVN,2017,2066388,22397.7634988337
SVN,2018,2073894,23293.966665323
SVN,2019,2088385,23052.8858597004
SVN,2020,2102419,22811.8050540778
SVN,2021,2108079,24665.4410464026
SWE,2003,8958229,43475.3655433221
SWE,2004,8993531,45114.6701230708
SWE,2005,9029572,46189.6828420555
SWE,2006,9080505,48078.3520110084
SWE,2007,9148092,49262.152916545
SWE,2008,9219637,48428.6587081751
SWE,2009,9298515,45974.3911151254
SWE,2010,9378126,48205.5492512742
SWE,2011,9449213,49356.5905257047
SWE,2012,9519374,48789.7906883637
SWE,2013,9600379,48928.4994141291
SWE,2014,9696110,49557.6183647959
SWE,2015,9799186,50336.537182457534
SWE,2016,9923085,51115.456000119164
SWE,2017,10057698,51894.3748177808
SWE,2018,10175214,52203.0872589761
SWE,2019,10278887,51913.8342189667
SWE,2020,10353442,51624.5811789573
SWE,2021,10415811,53997.1337068799
SYR,2003,17889296,1307.4814585452
SYR,2004,18336875,1363.61946683869
SYR,2005,18814091,1411.63184941498
SYR,2006,19637022,1420.72293121298
SYR,2007,20884125,1411.6899137524
SYR,2008,21636564,1423.59559425951
SYR,2009,21976969,1484.40523742854
SYR,2010,22482421,1526.36894402751
SYR,2011,22878098,1542.71957174916
SYR,2012,22759763,1142.29080150598
SYR,2013,21666917,884.329813332104
SYR,2014,20273659,847.659877206276
SYR,2015,19424618,830.400990461137
SYR,2016,19193834,813.142103715998
SYR,2017,19224668,795.883216970859
SYR,2018,19577845,792.413811698757
SYR,2019,20353534,766.6126043560974
SYR,2020,21049429,740.811397013438
SYR,2021,21628839,734.334236323426
TGO,2003,5552167,702.799255960869
TGO,2004,5696508,678.28759996017
TGO,2005,5844631,630.248678309054
TGO,2006,6010668,629.079905835563
TGO,2007,6188344,603.83784338967
TGO,2008,6368812,610.405413708475
TGO,2009,6551865,625.711511370434
TGO,2010,6732590,644.5632812645
TGO,2011,6916474,663.96334052788
TGO,2012,7100736,687.495464571464
TGO,2013,7285442,709.09186114976
TGO,2014,7472450,730.291049611232
TGO,2015,7663195,744.9523321899667
TGO,2016,7858289,759.6136147687013
TGO,2017,8057140,774.274897347436
TGO,2018,8258778,791.592405216309
TGO,2019,8463068,799.9465511477586
TGO,2020,8669720,808.300697079208
TGO,2021,8878379,829.786700130989
THA,2003,64868166,4018.15538187068
THA,2004,65452047,4232.77157261934
THA,2005,66017420,4372.25730206261
THA,2006,66567687,4551.5250018314
THA,2007,67102394,4760.66708464831
THA,2008,67619830,4805.76393990836
THA,2009,68121080,4737.45679763314
THA,2010,68579447,5059.35747831657
THA,2011,69007208,5070.23740191942
THA,2012,69436098,5403.87846036273
THA,2013,69845114,5516.61164164135
THA,2014,70216367,5541.46599361845
THA,2015,70540795,5719.89168807924
THA,2016,70859841,5898.31738254003
THA,2017,71160187,6076.74307700082
THA,2018,71376079,6314.19948412043
THA,2019,71522271,6174.6928807456
THA,2020,71641484,6035.18627737077
THA,2021,71727332,6121.52696529713
TTO,2003,1338709,12714.5004334846
TTO,2004,1345380,13657.2534995604
TTO,2005,1294494,15075.4179709902
TTO,2006,1297944,17021.2241679562
TTO,2007,1303188,17758.6995224652
TTO,2008,1308587,18285.2735441992
TTO,2009,1310106,17461.9640940055
TTO,2010,1317714,17938.0949459463
TTO,2011,1328019,17746.509252615
TTO,2012,1335194,18835.6674122954
TTO,2013,1340557,19392.1974593783
TTO,2014,1345343,20032.5402001718
TTO,2015,1349667,19155.898644396333
TTO,2016,1353895,18279.257088620867
TTO,2017,1356633,17402.6155328454
TTO,2018,1359193,17205.615135339
TTO,2019,1363985,16442.78814201075
TTO,2020,1366725,15679.9611486825
TTO,2021,1367558,15558.0940536829
TUN,2003,10071632,3058.22895827842
TUN,2004,10166163,3218.72320748457
TUN,2005,10255472,3301.93817216029
TUN,2006,10346410,3444.5513526091
TUN,2007,10441702,3642.11977444786
TUN,2008,10542635,3760.11828478704
TUN,2009,10650681,3835.25011939301
TUN,2010,10765980,3906.90625867605
TUN,2011,10886035,3784.7412903401
TUN,2012,11009647,3900.04620132702
TUN,2013,11141361,3947.58763533174
TUN,2014,11274288,4021.59954703591
TUN,2015,11402264,4035.3350531390033
TUN,2016,11528674,4049.0705592420964
TUN,2017,11650498,4062.80606534519
TUN,2018,11765514,4127.97005697994
TUN,2019,11875081,3938.6192357546097
TUN,2020,11974057,3749.26841452928
TUN,2021,12048622,3902.53322990199
TZA,2003,37089555,621.720703125
TZA,2004,38109668,650.516540527344
TZA,2005,39182076,680.051208496094
TZA,2006,40294902,704.502746582031
TZA,2007,41435512,731.52001953125
TZA,2008,42570728,752.540466308594
TZA,2009,43633982,772.929565429688
TZA,2010,44758488,801.29931640625
TZA,2011,46029367,838.999267578125
TZA,2012,47374260,851.910705566406
TZA,2013,48824128,882.8115234375
TZA,2014,50351512,913.811218261719
TZA,2015,52020962,943.0604654947927
TZA,2016,53824013,972.3097127278663
TZA,2017,55652890,1001.55895996094
TZA,2018,57437145,1024.01525878906
TZA,2019,59174891,1032.637451171875
TZA,2020,60972798,1041.25964355469
TZA,2021,62830412,1054.31726074219
UKR,2003,48315136,1814.25854492188
UKR,2004,47979507,2042.44494628906
UKR,2005,47585556,2122.6015625
UKR,2006,47278694,2298.13232421875
UKR,2007,47062798,2498.35205078125
UKR,2008,46819175,2567.69409179688
UKR,2009,46623731,2188.17016601563
UKR,2010,46456003,2285.93383789063
UKR,2011,46307853,2418.12084960938
UKR,2012,46210056,2426.92944335938
UKR,2013,46126770,2432.41625976563
UKR,2014,45972380,2308.6435546875
UKR,2015,45784896,2278.3466796875
UKR,2016,45616832,2248.0498046875
UKR,2017,45436041,2217.7529296875
UKR,2018,45208907,2308.6669921875
UKR,2019,44957458,2316.38720703125
UKR,2020,44680014,2324.107421875
UKR,2021,44298640,2426.6123046875
URY,2003,3281186,9878.75684344081
URY,2004,3283148,10366.9067382871
URY,2005,3285771,11131.3984890038
URY,2006,3289506,11574.470540231
URY,2007,3295153,12310.482735502
URY,2008,3302177,13165.83628166
URY,2009,3310091,13691.71420689
URY,2010,3318580,14722.3780081191
URY,2011,3326825,15443.9961926395
URY,2012,3335401,15949.3176985435
URY,2013,3345337,16639.4054750651
URY,2014,3356334,17122.0364563225
URY,2015,3368017,17285.225527582734
URY,2016,3379283,17448.414598842966
URY,2017,3388438,17611.6036701032
URY,2018,3394534,17608.9441195037
URY,2019,3397206,17026.153809794
URY,2020,3398968,16443.3635000843
URY,2021,3396695,17416.0052208869
USA,2003,290107933,49662.7520549839
USA,2004,292805298,51098.5573007417
USA,2005,295516599,52393.4513113092
USA,2006,298379912,53335.5896950225
USA,2007,301231207,53889.3964951775
USA,2008,304093966,53442.7136899777
USA,2009,306771529,51611.3217087719
USA,2010,309378227,52555.7695134023
USA,2011,311839461,52956.6630340962
USA,2012,314339099,53738.1476714593
USA,2013,316726282,54462.6252412407
USA,2014,319257560,55394.4510435329
USA,2015,321815121,56313.534742083735
USA,2016,324353340,57232.618440634564
USA,2017,326608609,58151.7021391854
USA,2018,328529577,59526.665698712
USA,2019,330226227,59360.66610795755
USA,2020,331577720,59194.6665172031
USA,2021,332099760,62680.2503585805
VNM,2003,79563777,1418.74337471509
VNM,2004,80338971,1510.94449049599
VNM,2005,81088313,1609.96268313651
VNM,2006,82167897,1699.67620343393
VNM,2007,83633375,1788.9485028957
VNM,2008,85175788,1856.00519883979
VNM,2009,86460018,1927.13427057454
VNM,2010,87455152,2027.58184375924
VNM,2011,88468314,2132.90453762087
VNM,2012,89510356,2224.11404253256
VNM,2013,90573104,2320.08431444934
VNM,2014,91679578,2439.28655744423
VNM,2015,92823254,2582.23663834075
VNM,2016,94000117,2725.18671923727
VNM,2017,95176977,2868.13680013379
VNM,2018,96237319,3048.28327602145
VNM,2019,97173776,3175.72638704819
VNM,2020,98079191,3303.16949807493
VNM,2021,98935098,3358.21734764714
VUT,2003,200746,2518.521315183
VUT,2004,205711,2555.73432279339
VUT,2005,210760,2626.85057870874
VUT,2006,215923,2780.97475852227
VUT,2007,221276,2791.7418410919
VUT,2008,226896,2875.08524058992
VUT,2009,232731,2888.13715784739
VUT,2010,238248,2856.77377649901
VUT,2011,243474,2883.22689591881
VUT,2012,248883,2849.05448321427
VUT,2013,254482,2799.28262661802
VUT,2014,260240,2807.83422956759
VUT,2015,266101,2854.2101069286564
VUT,2016,272087,2900.5859842897235
VUT,2017,278507,2946.96186165079
VUT,2018,285259,2960.65376683153
VUT,2019,291985,2866.262377456025
VUT,2020,298858,2771.87098808052
VUT,2021,305868,2666.30269843855
WSM,2003,185430,3444.99857743289
WSM,2004,186249,3535.73813824914
WSM,2005,186978,3755.78242822467
WSM,2006,187709,3820.92239453139
WSM,2007,188753,3818.25503804332
WSM,2008,190107,3925.8743329936
WSM,2009,191513,3875.94291686166
WSM,2010,193023,4081.15535978003
WSM,2011,194713,4201.45663738908
WSM,2012,196498,4007.91092846814
WSM,2013,198268,3976.39289268132
WSM,2014,200037,3967.23730470679
WSM,2015,201782,4109.282590657744
WSM,2016,203499,4251.327876608697
WSM,2017,205415,4393.37316255965
WSM,2018,207582,4321.00518344962
WSM,2019,209780,4302.03455418848
WSM,2020,211944,4283.06392492734
WSM,2021,213779,4032.13733959294
ZAF,2003,48500348,5011.62223150169
ZAF,2004,48991421,5187.35683424034
ZAF,2005,49490033,5406.07581377638
ZAF,2006,49998277,5650.9883176549
ZAF,2007,50528584,5891.42069421698
ZAF,2008,51114599,6009.71963138635
ZAF,2009,51728516,5847.05811084505
ZAF,2010,52344051,5953.94506512821
ZAF,2011,52995205,6067.12482726885
ZAF,2012,53782567,6121.55783860713
ZAF,2013,54678791,6170.87670863373
ZAF,2014,55594838,6155.00589462516
ZAF,2015,56723537,6145.23461333334
ZAF,2016,57259551,6135.46333204152
ZAF,2017,57635162,6125.6920507497
ZAF,2018,58613001,6117.2701406047
ZAF,2019,59587885,5843.42748689871
ZAF,2020,60562381,5569.58483319272
ZAF,2021,61502603,5750.90937479584
